display_name,username,tweet_text,profile_img,post_url,post_date,reply_count,retweet_count,like_count
Mandiri Care,@mandiricare,@saturnudes  Pastikan Sahabat hanya berinteraksi dengan akun resmi Bank Mandiri bercentang emas (verified) di sebelah nama akun dan bukan dalam foto profil atau melalui whatsapp official Bank Mandiri 0811-84-14000 bercentang hijau. Tks~Rezka (end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758167111623672033,2024-02-15T16:31:19.000Z,0,0,0
kikok,@kakacica22,"@mandiricare min saya isi emoney tapi gak masuk , gimana ya?",https://pbs.twimg.com/profile_images/1540353795548360704/9GmIHOWS_normal.jpg,https://twitter.com/kakacica22/status/1758164976114778370,2024-02-15T16:22:50.000Z,3,2,1
Isna yang itu,@isnayaif,@mandiricare min cek DM ya. Thanks.,https://pbs.twimg.com/profile_images/1755036608041193472/HLU9Mp95_normal.jpg,https://twitter.com/isnayaif/status/1758164834473152579,2024-02-15T16:22:16.000Z,0,2,1
odette!,@xinejghafax,"@mandiricare min, cek dm ya, dan saya mohon dengan amat sangat dm saya dibaca bukan dibalas pakai template tanpa dibaca",https://pbs.twimg.com/profile_images/1471901033823555585/HSY_VfLL_normal.jpg,https://twitter.com/xinejghafax/status/1758157030089793975,2024-02-15T15:51:15.000Z,5,0,0
𝗸𝗶𝘄 (from the vault),@saturnudes,@mandiricare min cek DM saya dong ,https://pbs.twimg.com/profile_images/1727243080259325952/_nwdpTcp_normal.jpg,https://twitter.com/saturnudes/status/1758141350904738261,2024-02-15T14:48:57.000Z,4,2,1
Mahmudah,@mudaisyoung,"@mandiricare @bankmandiri layanan weekend banking udah ga ada kah? Kalo dulu di kantor bank mandiri deket alun-alun Malang buka saat weekend, sekarang kok engga ya?",https://pbs.twimg.com/profile_images/1705855470823784448/l7IG88IW_normal.jpg,https://twitter.com/mudaisyoung/status/1758138052374086033,2024-02-15T14:35:50.000Z,9,1,0
blub,@joe_nrn,"@mandiricare rekening koran bukannya kewajiban dari bank ya? masa krn saya baru buka akun di Januari, trs utk semua transaksi yg Januari tdk akan diberikan e-statementnya? kacau sih.",https://pbs.twimg.com/profile_images/1620420806789726209/lru_m_tU_normal.jpg,https://twitter.com/joe_nrn/status/1758134674512372134,2024-02-15T14:22:25.000Z,2,2,1
Cottoncandysm,@Cottoncandysm1,@mandiricare min cek dm coba,https://pbs.twimg.com/profile_images/1687705710480752642/XXlCv46s_normal.jpg,https://twitter.com/Cottoncandysm1/status/1758127277106409810,2024-02-15T13:53:01.000Z,11,2,1
Olaa,@Serahguwe,"@mandiricare hi min, boleh tolong cek DM saya. Terima kasihhh",https://pbs.twimg.com/profile_images/1331596882083102720/UaARBb5-_normal.jpg,https://twitter.com/Serahguwe/status/1758123595698741358,2024-02-15T13:38:24.000Z,14,3,1
Gantassura GS,@GantassuraG,Cek email,https://pbs.twimg.com/profile_images/1302444612397588480/IuTYlz7T_normal.jpg,https://twitter.com/GantassuraG/status/1758122634573946884,2024-02-15T13:34:35.000Z,11,1,0
Mandiri Care,@mandiricare,"@surya_poenya Perihal keluhan pengecekan mutasi rekening via Livin tsb, mhn informasikan capture atau kendala yg dialami via DM, agar dpt dilakukan pengecekan lebih lanjut. Semoga prosesnya berjalan dgn lancar. Tks~Syarif (2)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758118773641687079,2024-02-15T13:19:14.000Z,0,0,0
Mandiri Care,@mandiricare,@h8gom 5. Dapat dilakukan di kantor cabang Bank Mandiri mana saja yang terdekat Semoga prosesnya berjalan dengan lancar. Tks~Nunik(end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758118618926366811,2024-02-15T13:18:37.000Z,1,0,0
Mandiri Care,@mandiricare,@h8gom 3. Membawa NPWP (bagi yang telah memiliki) 4. Setoran awal minimal Rp. 250.000(3),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758118576656089253,2024-02-15T13:18:27.000Z,1,0,0
Mandiri Care,@mandiricare,@h8gom 1. Menunjukkan cetak bukti permohonan KAGAMA Cobrand  yang didapatkan dari web alumni https://simaster.ugm.ac.id atau menghubungi sekretariat KAGAMA di email alumni@ugm.ac.id 2. Membawa identitas ASLI dan fotocopy seperti KTP/ KITAS(2),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758118533870063749,2024-02-15T13:18:17.000Z,1,0,0
Mandiri Care,@mandiricare,"@parfgme Akun resmi Bank Mandiri adalah akun bercentang biru dan Bank Mandiri tidak akan meminta data pribadi seperti username, password, kode OTP, PIN ATM dan Livin' by Mandiri dengan alasan apapun (menang hadiah, verifikasi data, dsb). Tks~Nunik(end)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758107070472052825,2024-02-15T12:32:44.000Z,0,0,0
gaprnh nethink,@amnoturbae,"@mandiricare ngegas banget call center nyaa perasaan ngomong baik baik tapi kek ngegas dan ketus dijawabnya, emg gitu kali ya gada hospitalitynya",https://pbs.twimg.com/profile_images/1628074708561448960/LtI3Vtnq_normal.jpg,https://twitter.com/amnoturbae/status/1758106737901736152,2024-02-15T12:31:25.000Z,15,4,0
Mandiri Care,@mandiricare,"@anthoniussandy_ Pastikan Sahabat hanya berinteraksi dgn akun resmi Bank Mandiri bercentang emas (verified) di sebelah nama akun, bukan dalam foto profil. Selalu jaga kerahasiaan data perbankannya. Tks~Feri (end)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1758105660439638323,2024-02-15T12:27:08.000Z,0,0,0
Harun,@Mas_Akupositif,@mandiricare bisa cek DM min,https://pbs.twimg.com/profile_images/1742816544638566401/5JgC6FoT_normal.jpg,https://twitter.com/Mas_Akupositif/status/1758104651864719696,2024-02-15T12:23:07.000Z,16,3,0
