display_name,username,tweet_text,profile_img,post_url,post_date,reply_count,retweet_count,like_count
Evil,@glowtwat,@mandiricare Tolong check DM min,https://pbs.twimg.com/profile_images/1336232468324573184/nEuPeUbA_normal.jpg,,2024-01-30T18:47:34.000Z,3,0,1
Mandiri Care,@mandiricare,"@glowtwat Halo Sahabat @glowtwat, untuk perihal tsb sudah kami balas melalui DM ya. Mohon segera melakukan pengecekan. Sebagai informasi tambahan mohon berhati-hati terhadap akun yang mengatasnamakan Bank Mandiri. (1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752423097511338007,2024-01-30T20:06:39.000Z,0,0,0
Mandiri Care,@mandiricare,@glowtwat Akun resmi Bank Mandiri yg bercentang emas (terverifikasi) yang hanya terletak di sebelah kanan nama akun dan bukan dalam gambar profile picture. Selalu jaga kerahasiaan data perbankannya. Tks~Arief,https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752423147771707583,2024-01-30T20:06:51.000Z,0,0,0
Customer Service,@Nwgeels,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa https://wa.link/mejp1bTkz -Agel,https://pbs.twimg.com/profile_images/1750814936572514304/yISFsH5L_normal.jpg,https://twitter.com/Nwgeels/status/1752491580026675229,2024-01-31T00:38:47.000Z,0,0,0
,@saccharidie,"@mandiricare hi admin, tolong cek dm. trims.",https://pbs.twimg.com/profile_images/1747550132554665984/A1IHh6Za_normal.jpg,,2024-01-30T17:05:49.000Z,2,2,1
Mandiri Care,@mandiricare,@saccharidie Akun resmi Bank Mandiri yg bercentang emas (terverifikasi) yang hanya terletak di sebelah kanan nama akun dan bukan dalam gambar profile picture. Selalu jaga kerahasiaan data perbankannya. Tks~Arief,https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752392047968035159,2024-01-30T18:03:16.000Z,0,0,0
Mandiri Care,@mandiricare,"@saccharidie Halo Sahabat @saccharidie, untuk perihal tsb sudah kami balas melalui DM ya. Mohon segera melakukan pengecekan. Sebagai informasi tambahan mohon berhati-hati terhadap akun yang mengatasnamakan Bank Mandiri. (1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752392002975723723,2024-01-30T18:03:06.000Z,0,0,0
"kim salazar,",@littlecosm0,respon nya lambat,,,2024-01-30T14:59:29.000Z,6,1,0
merr,@caraameru,sipp terimakasih admin,,,2024-01-30T14:06:04.000Z,3,0,0
ソピ,@vousmevoyezhx,@mandiricare cek dm ku dongg,,,2024-01-30T13:30:40.000Z,8,2,1
Liora Benuaira,@benuaira,Cek DM min,,,2024-01-30T13:25:08.000Z,12,2,2
Teguh Haryono,@haryonoteguh,@mandiricare boleh cek dm,,,2024-01-30T13:10:05.000Z,5,1,0
